ticket_id,customer_id,ticket_text,category_tag,resolution_time_hours,created_date
ST-015581,CUST-098593,"Since yesterday, the account login never completes. Support, can you help?",,9.2,2026-06-18
ST-015582,CUST-060843,"I love how this works exactly as promised, but the app stutters constantly. Also, the audio noise cancellation got worse.",,12.45,2026-01-18
ST-015583,CUST-829135,"Quick update, the battery life dies before lunch. Please fix this.",,4.59,2026-03-04
ST-015584,CUST-394118,"For the price, the login instructions are confusing... Expected better from Lumen.",,9.36,2026-03-17
ST-015585,CUST-727429,"Sadly, the installation onboarding is broken...",,28.62,2025-10-29
ST-015586,CUST-331756,"Honestly, the delivery arrived late. Also, the power drain barely lasts 2 hours. Expected better from Lumen.",,19.83,2026-05-04
ST-015587,CUST-136311,"For the price, the audio sound crackles.",,13.38,2025-04-03
ST-015588,CUST-596955,"I love how this made my routine easier, but the sync disconnects at random. Also, the performance keeps crashig. Hope the next patch sorts it out.",,19.73,2025-12-27
ST-015589,CUST-491780,"Not gonna lie, the installation instructions are confusing. Expected better from Lumen.",,3.46,2026-01-16
ST-015590,CUST-885576,"Three weeks in, the microphone microphone sounds muffled. Also, the onboarding account linking fails. Also, the wifi disconnects at random.",,10.43,2026-02-06
ST-015591,CUST-341625,"After the latest update, the battery drains while idle. Also, the pairing drops the connection. Also, the login setup loops forever.",,4.58,2025-07-03
ST-015592,CUST-316402,"Three weeks in, the interface stutters constantly. Also, the box package was already open. Please fix this. #notimpressed",,13.23,2026-03-08
ST-015593,CUST-373930,"I love how this works exactly as promised, but the shipping wrong item was shipped. Also, the setup login never completes. This is getting old.",,14.39,2026-06-16
ST-015594,CUST-457412,Love paying premium prices so the installation login never completes.,,9.24,2025-09-17
ST-015595,CUST-986037,"Three weeks in, the charge dies before lunch.",,9.49,2025-02-18
ST-015596,CUST-790542,"Aftter the latest update, the package box was damaged.",,12.97,2025-12-26
ST-015597,CUST-531702,"For the price, the buttons fit is uncomfortable.",,7.91,2025-04-11
ST-015598,CUST-777217,"After the latest update, the charging drains while idle.",,10.5,2025-06-26
ST-015599,CUST-887287,"Snce yesterday, the battery life barely lasts 2 hours. Expected better from Lumen.",,7.56,2025-12-29
ST-015600,CUST-826500,"After the latest update, the charge won't hold a charge.",,7.53,2025-07-27
ST-015601,CUST-312354,"Since yesterday, the microphone audio cuts out. Also, the buttons fit is uncomfortable.",,30.26,2026-04-10
ST-015602,CUST-836625,"Three weeks in, the case case scratches easily. Please fix this.",,5.25,2026-06-06
ST-015603,CUST-396718,"I love how this made my routine easier, but the connection disconnects at random. Expected better from Lumen.",,10.94,2026-06-08
ST-015604,CUST-323953,"Quick update, the sync forgets my device. Expected better from Lumen.",,6.02,2025-10-02
ST-015605,CUST-021559,"Five stars for making sure the sound audio cuts out. Just kidding. Also, the box replacement never came. Expected better from Lumen.",,12.91,2026-04-29
ST-015606,CUST-522393,"Since yesterday, the battery life barely lasts 5 houurs.",,6.0,2025-08-19
ST-015607,CUST-159105,"I love how this works exactly as promised, but the login setup loops forever. Also, the charging barely lasts 2 hours. Also, the sound noise cancellation got worse. Would not recommend right now.",,31.78,2025-02-10
ST-015608,CUST-185079,"For the price, the sync won't sync. This is getting old.",,10.03,2026-06-04
ST-015609,CUST-722810,"Honestly, the login login never completes.",,18.66,2026-02-06
ST-015610,CUST-891887,"Sadly, the box replacement never came. Also, the battery life barely lasts 4 hours. Expected better from Lumen.",,3.8,2025-02-20
ST-015611,CUST-089850,"Honestly, the firmware stutters constantly. Also, the power drain dies before lunch. Expected better from Lumen.",,5.3,2025-06-19
ST-015612,CUST-003889,"Sadly, the delivery wrong item was shipped. Would not recommend right now.",,12.86,2025-05-05
ST-015613,CUST-113203,"For the pricee, the firmware stutters constantly. Support, can you help? ugh",performance,11.12,2025-09-30
ST-015614,CUST-609603,"For the price, the login account linking fails. #notimpressed",,3.85,2026-02-18
ST-015615,CUST-374961,"Since yesterday, the volume sound crackles. Expected better from Lumen.",,4.64,2025-03-31
ST-015616,CUST-269072,"Sadly, the charge needs charging twice a day.",battery,3.98,2025-04-19
ST-015617,CUST-807934,"After the latest update, the microphone microphone sounds muffled. Support, can you help?",,21.23,2025-04-26
ST-015618,CUST-469690,"Afteer the latest update, the case case scratches easily.",,8.83,2026-05-27
ST-015619,CUST-910231,"Since yesterday, the package arrived late!!",,14.36,2025-12-28
ST-015620,CUST-937980,"Three weeks in, the noise cancellation microphone sounds muffled. This is getting old.",audio,3.71,2025-06-13
ST-015621,CUST-446007,"After the latest update, the sound microphone sounds muffled.",,10.61,2025-08-23
ST-015622,CUST-919492,"Since yesterday, the sync drops the connecton. Also, the box replacement never came. Support, can you help?",,22.99,2025-04-24
ST-015623,CUST-359202,"For the price, the shipping package was already open.",,10.87,2026-05-18
ST-015624,CUST-730499,"After the latest update, the volume sound crackles. Support, can you help? ugh",,12.83,2025-09-24
ST-015625,CUST-780550,"I love how this has excellent sound, but the app freezes every few minutes. Would not recommend right now.",,8.6,2026-01-06
ST-015626,CUST-144301,"For the price, the battery dies before lunch. Expected better from Lumen.",,13.94,2025-09-06
ST-015627,CUST-116705,"I love how this works exactly as promised, but the battery barely lasts 5 hours. Also, the noise cancellation sound crackles.",,41.52,2026-03-05
ST-015628,CUST-121075,"Three weeks in, the installation instructions are confusing.",,10.93,2025-01-24
ST-015629,CUST-353542,"Not gonna lie, the performance freezes every few minutes.",,4.57,2025-10-26
ST-015630,CUST-365375,"Quick update, the package box was damaged!! Also, the connection won't sync. ugh",,14.67,2025-02-08
ST-015631,CUST-584912,"For the price, the box replacement never came. Please fix this.",,5.82,2025-12-30
ST-015632,CUST-826424,"I love how this made my routine easier, but the installation setup loops forever... Support, can you help?",,6.42,2025-02-25
ST-015633,CUST-914859,"Since yesterday, the battery life won't hold a charge. Support, can you help?",,3.84,2025-12-24
ST-015634,CUST-618946,"Quick update, the sound volume is too low. Support, can you help?",,11.85,2026-04-29
ST-015635,CUST-585473,"Sadly, the performance became painfully slow.",,12.05,2025-10-22
ST-015636,CUST-989301,"Sadly, the account account linking fails.",setup,1.18,2026-04-07
ST-015637,CUST-612792,"Three weeks in, the package box was damaged. Please fix this.",delivery,8.29,2025-03-30
ST-015638,CUST-426281,"I love how this looks fantastic, but the sound volume is too low.",,15.69,2026-06-07
ST-015639,CUST-150716,"For the price, the connection refuses to pair. Also, the case buttons feel cheap. This is getting old.",connectivity,55.16,2025-05-03
ST-015640,CUST-892321,"After the latest update, the case buttons feel cheap. Please fix this.",design,7.1,2025-12-30
ST-015641,CUST-711467,"I love how this fits perfectly, but the wifi drops the connection. smh",,6.07,2026-02-22
ST-015642,CUST-530157,"Three weeks in, the noise cancellation sound crackles.",,7.75,2026-05-22
ST-015643,CUST-055701,"For the price, the delivery box was damage.",,18.35,2025-06-17
ST-015644,CUST-430276,"I love how this has excellent sound, but the bluetooth drops the connection... ???",connectivity,18.04,2025-05-19
ST-015645,CUST-799182,"Honestly, the performance stutters constantly. Support, can you help?",,11.86,2026-04-21
ST-015646,CUST-440428,"Quick update, the bluetooth refuses to pair. Also, the package package was already open. Would not recommend right now.",,38.79,2025-03-02
ST-015647,CUST-324200,"Five stars for making sure the design fit is uncomfortable. Just kidding. Also, the replacement box was damaged. Expected better from Lumen.",,2.77,2026-03-10
ST-015648,CUST-954108,"Since yesterday, the volume noise cancellation got worse. Also, the app stutters constantly. Also, the connection disconnects at random.",audio,12.53,2026-03-10
ST-015649,CUST-429796,"Not gonna lie, the battery needs charging twice a day. This is getting old.",,5.16,2025-02-15
ST-015650,CUST-764263,"I love how this was easy to set up, but the installation onboarding is broken. Also, the wifi won't sync. Also, the interface lags after every tap.",,11.29,2025-10-02
ST-015651,CUST-331325,"For the price, the account setup loops forever.",,8.47,2025-03-25
ST-015652,CUST-621274,"Sadly, the account login never completes.",setup,3.26,2026-01-01
ST-015653,CUST-140551,"Sadly, the interface stutters constantly. Please fix this.",,6.37,2025-10-09
ST-015654,CUST-629772,"I love how this fits perfectly, but the app freezes every few minutes.",,20.62,2025-04-24
ST-015655,CUST-916169,"I love how this has excellent sound, but the screen screen is hard to read. Also, the bluetooth disconnects at random. Hope the next patch sorts it out.",,11.96,2026-05-20
ST-015656,CUST-349617,"Amazing job, Lumen—now my screen became painfully slow. Support, can you help?",,7.38,2026-01-30
ST-015657,CUST-464878,"Since yesterday, the performance lags after every tap. This is getting old.",,17.57,2025-03-15
ST-015658,CUST-207952,"Three weeks in, the screeen became painfully slow. Also, the account setup loops forever. Would not recommend right now.",,16.78,2025-12-12
ST-015659,CUST-075704,"Three weeks in, the interface lags after every tap. Also, the charge barely lasts 5 hour.",,4.85,2025-08-12
ST-015660,CUST-648371,"I love how this feels premium, but the shipping replacement never came... Please fix this.",,4.08,2026-05-25
ST-015661,CUST-530376,"Quick update, the bluetooth disconnects at random. This is getting old.",,6.49,2026-04-19
ST-015662,CUST-317481,"Three weeks in, the performance stutters constantly.",,3.17,2025-10-14
ST-015663,CUST-674312,"I love how this has excellent sound, but the bluetooth disconnects at random. Expected better from Lumen.",,4.81,2026-01-27
ST-015664,CUST-182725,"After the latest update, the charging won't hold a charge. Also, the package package was already open. Also, the pairing refuses to pair. Please fix this.",battery,6.5,2025-02-08
ST-015665,CUST-967347,"After the latest update, the charging needs charging twice a day. Would not recommend right now. #notimpressed",,25.77,2025-12-14
ST-015666,CUST-531784,"Sadly, the app freezes every few minutes. Also, the charge needs charging twice a day. Also, the microphone audio cuts out.",,11.95,2025-10-02
ST-015667,CUST-164756,"Three weeks in, the box package was already open... Please fix this.",,33.88,2026-04-15
ST-015668,CUST-091575,"I love how this fits perfectly, but the buttons hurts after an hour. Also, the login instructions are confusing. Would not recommend right now.",,7.2,2026-05-13
ST-015669,CUST-415796,"Since yesterday, the charging dies before lunch. Support, can you help?",,4.78,2026-04-04
ST-015670,CUST-142823,"I love how this fits perfectly, but the app lags after every tap!! This is getting old. ???",,9.76,2025-04-15
ST-015671,CUST-428209,"I love how this works exactly as promised, but the installation instructions are confusing. Support, can you help?",setup,25.88,2025-09-12
ST-015672,CUST-788622,"For the price, the firmware became painfully slow. Also, the sync won't sync. Also, the replacement box was damaged.",,5.82,2025-09-11
ST-015673,CUST-353422,Love paying premium prices so the sync won't sync.,,9.91,2025-10-04
ST-015674,CUST-132868,"Sine yesterday, the setup instructions are confusing. Hope the next patch sorts it out.",,4.35,2025-07-31
ST-015675,CUST-797325,"I love how this works exactly as promised, but the fit fit is uncomfortable.",,5.97,2026-04-07
ST-015676,CUST-989609,"Not gonna lie, the battery needs charging twice a day... Please fix this.",,6.43,2025-12-07
ST-015677,CUST-939475,"For the price, the microphone audio cuts out.",,6.58,2025-09-08
ST-015678,CUST-859893,"Quick update, the wifi refuses to pair. Expected better from Lumen.",,16.83,2025-08-20
ST-015679,CUST-443280,"After the latest update, the charge won't hold a charge. Expected better from Lumen.",,12.25,2026-02-12
ST-015680,CUST-194094,"Not gonna lie, the pairing refuses to pair. Also, the setup instructions are confusing. Hope the next patch sorts it out.",,24.75,2025-02-28
ST-015681,CUST-517790,"Quick update, the sync refuses to pair. This is getting old. #notimpressed",,12.1,2025-06-07
ST-015682,CUST-171548,"I love how this is surprisingly responsive, but the fit case scratches easily. :/",,13.44,2025-10-25
ST-015683,CUST-949505,"Three weeks in, the performance became painfully slow.",,3.35,2026-05-10
ST-015684,CUST-362360,"Not gonna lie, the box wronng item was shipped. Support, can you help?",delivery,7.7,2025-09-27
ST-015685,CUST-768263,"For the price, the buttons huurts after an hour.",design,2.16,2025-03-03
ST-015686,CUST-740685,Exactly what I wanted: a device that account linking fails. Would not recommend right now.,,11.38,2025-06-22
ST-015687,CUST-964652,"Since yesterday, the microphone volume is too low. Also, the power drain needs charging twice a day. Also, the performance stutters constantly.",,23.33,2026-01-26
ST-015688,CUST-157248,Five stars for making sure the noise cancellation audio cuts out. Just kidding. Expected better from Lumen.,,16.98,2026-03-04
ST-015689,CUST-956654,"Since yesterday, the screen hurts after an hour. Support, can you help?",,18.44,2026-06-17
ST-015690,CUST-643989,"Sadly, the pairing drops the connection. smh",,5.95,2025-05-26
ST-015691,CUST-979307,"Three weeks in, the shipping replacement never came. This is getting old.",delivery,3.2,2026-06-03
ST-015692,CUST-004666,Exactly what I wanted: a devce that package was already open. Please fix this.,,9.56,2025-01-13
ST-015693,CUST-052261,"Three weeks in, the buttons screen is hard to read. Also, the interface lags after every tap. Hope the next patch sorts it out.",,5.3,2026-02-23
ST-015694,CUST-247130,"Sadly, the wifi has excellent sound. Expected better from Lumen. ugh",,6.91,2025-06-30
ST-015695,CUST-520640,"For the price, the account login never completes.",,10.5,2025-12-24
ST-015696,CUST-919170,"Quick update, the noise cancellation microphone sounds muffled. This is getting old.",,6.36,2026-04-16
ST-015697,CUST-669354,"After the latest update, the screen lags after every tap. This is getting old.",performance,14.18,2026-02-09
ST-015698,CUST-891021,"Not gonna lie, the charging won't hold a charge. Support, can you help?",,17.17,2025-01-23
ST-015699,CUST-140915,"I love how this works exactly as promised, but the shipping arrived late... Hope the next patch sorts it out. :/",,7.42,2025-09-23
ST-015700,CUST-581673,"Not gonna lie, the login login never completes. Hope the next patch sorts it out.",,7.83,2025-05-11
ST-015701,CUST-833997,"Not gonna lie, the setup instructions are confusing.",,5.35,2026-03-02
ST-015702,CUST-049835,"Love paying premium prices so the buttons hurts after an hour. Also, the replacement replacement never came. Would not recommend right now.",,7.59,2025-10-16
ST-015703,CUST-632770,"I love how this feels premium, but the sync disconnects at random. Hope the next patch sorts it out.",,3.83,2025-01-10
ST-015704,CUST-361932,"Three weeks in, the buttons hurts after an hour...",,3.34,2025-11-06
ST-015705,CUST-887525,"After the latest update, the bluetooth disconnects at random.",,12.14,2026-06-25
ST-015706,CUST-768752,"Honestly, the performance keeps crashing... Also, the sound audio cuts out.",,11.29,2025-11-30
ST-015707,CUST-643797,"Sadly, the pairing refuses to pair. Also, the login instructions are confusing. Please fix this. #notimpressed",,12.44,2025-01-12
ST-015708,CUST-975254,"I love how this made my routine easier, but the volume audio cuts out. Would not recommend right now.",,5.27,2026-04-08
ST-015709,CUST-217191,"I love how this was easy to set up, but the battery neds charging twice a day. This is getting old.",,4.74,2025-06-28
ST-015710,CUST-684959,"Since yesterday, the app lags after every tap. Expected better from Lumen.",,5.69,2025-08-17
ST-015711,CUST-826349,"I love how this is surprisingly responsive, but the wifi won't sync. Also, the noise cancellation sound crackles. Would not recommend right now.",,4.01,2025-04-19
ST-015712,CUST-459053,"Since yesterday, the account fits perfectly. Please fix this.",,10.91,2025-10-07
ST-015713,CUST-754990,"Saadly, the screen lags after every tap. Please fix this.",performance,5.7,2025-04-09
ST-015714,CUST-495114,"Honestly, the login onboarding is broken. This is getting old.",setup,7.99,2025-08-03
ST-015715,CUST-101089,"Not gonna lie, the power drain dies before lunch. Hope the next patch sorts it out.",,6.02,2025-06-13
ST-015716,CUST-872690,"Quuick update, the screen keeps crashing. Also, the power drain drains while idle. Support, can you help?",,7.26,2025-08-14
ST-015717,CUST-594713,"I love how this was easy to set up, but the volume microphone sounds muffled. Also, the screen keeps crashing. Pleaase fix this.",audio,9.41,2025-10-30
ST-015718,CUST-739266,"Honestly, the charge barely lasts 5 hours. Support, can you help? ugh",,6.52,2025-12-09
ST-015719,CUST-695981,"Honestly, the wifi refuses to pair. Hope the next patch sorts it out.",,4.75,2025-11-13
ST-015720,CUST-837039,"I love how this fits perfectly, but the battery life drains while idle. Would not recommend right now.",,7.0,2025-06-29
ST-015721,CUST-473125,"Honestly, the interface became painfully slow. Would not recommend right now.",,6.38,2026-06-02
ST-015722,CUST-497075,"Sadly, the power drain won't hold a charge. Also, the case buttons feel cheap. Also, the box package was already open.",,5.47,2025-02-20
ST-015723,CUST-149767,"After the latest update, the login setup loops forever. Expected better from Lumen.",,4.6,2025-03-14
ST-015724,CUST-400286,"Since yesterday, the sync drops the connection. Would not recommend right now. smh",,8.45,2026-06-23
ST-015725,CUST-741607,"Since yesterday, the battery life won't hold a charge.",,6.78,2025-08-12
ST-015726,CUST-319850,"Since yesterday, the onbording instructions are confusing. Please fix this.",,10.19,2025-12-14
ST-015727,CUST-478825,"I love how this looks fantastic, but the battery needs charging twice a day. Would not recommend right now.",,6.6,2025-09-14
ST-015728,CUST-566128,"Sadly, the noise cancellation microphone sounds muffled. Would not recommend right now.",,2.85,2025-08-13
ST-015729,CUST-240828,"Not gonna lie, the wifi fits perfectly... Expected better from Lumen.",,10.82,2026-02-16
ST-015730,CUST-727406,"Quick update, the charging dies before lunch. Hope the next patch sorts it out.",,6.63,2026-03-21
ST-015731,CUST-470887,"I love how this made my routine easier, but the sync forgets my device. Please fix this.",,2.98,2026-03-29
ST-015732,CUST-044916,"Sadly, the design buttons feel cheap. Also, the audio microphone sounds muffled. Also, the wifi disconnects at random. Please fix this.",,20.99,2026-02-07
ST-015733,CUST-073027,Five stars for makig sure the setup account linking fails. Just kidding. Expected better from Lumen.,setup,12.56,2026-06-05
ST-015734,CUST-587943,"Not gonna lie, the noise cancellation audio cuts out.",,14.56,2025-05-14
ST-015735,CUST-205000,"I love how this works exactly as promised, but the charging dies before lunch. This is getting old.",,17.03,2025-11-21
ST-015736,CUST-943659,"Since yesterday, the charging drains while idle. Also, the package replacement never came. smh",,18.12,2025-11-01
ST-015737,CUST-607545,"Three weeks in, the delivery replacement never came.",,15.49,2026-05-25
ST-015738,CUST-422336,"Quick update, the battery barely lasts 6 hours. Would not recommend right now.",,2.41,2025-08-28
ST-015739,CUST-069434,"I love how this was easy to set up, but the audio volume is too low. Support, can you help?",,14.1,2025-03-04
ST-015740,CUST-729693,"Since yesterday, the login instructions are confusing. This is getting old. ???",,12.94,2026-01-28
ST-015741,CUST-215299,"Sadly, the screen case scratches easily. Also, the bluetooth disconnects at random. Please fix this.",design,4.88,2026-06-13
ST-015742,CUST-596170,"Not gonna lie, the replacment arrived late.",,2.71,2025-04-15
ST-015743,CUST-885481,"Sadly, the pairing disconnects at random!! Would not recommend right now.",,13.37,2025-01-05
ST-015744,CUST-882649,"After the latest update, the volume audio cuts out.",,5.28,2025-04-15
ST-015745,CUST-094125,"For the price, the login onboarding is broken. Support, can you help?",,10.43,2026-04-05
ST-015746,CUST-472463,"I love how this has excellent souund, but the bluetooth drops the connection.",,7.2,2026-04-22
ST-015747,CUST-303458,"For the price, the shipping package was already open. Would not recommend right now.",,4.0,2026-04-16
ST-015748,CUST-409430,"Sadly, the audio microphone sounds muffled. Hope the next ptch sorts it out.",,4.81,2025-09-22
ST-015749,CUST-894366,"Honestly, the screen keeps crashing. This is getting old.",,2.74,2026-03-03
ST-015750,CUST-647054,"Quick update, the setup instructions are confusing. Please fix this.",,14.69,2025-09-18
ST-015751,CUST-719961,"I love how this fits perfectly, but the microphone noise cancellation got worse. Also, the design buttons feel cheap. Hope the next patch sorts it out.",,4.72,2026-05-08
ST-015752,CUST-306957,"Quick update, the audio volume is too low. Also, the charge dies before lunch. Also, the sync forgets my device. This is getting old.",,33.58,2025-03-08
ST-015753,CUST-071308,"Since yesterday, the screen fit is uncomfortable.",,5.26,2026-01-31
ST-015754,CUST-028785,"For the price, the noise cancellation noise cancellation got worse. Also, the buttons screen is hard to read.",,20.77,2025-04-30
ST-015755,CUST-272440,"I love how this has excellent sound, but the delivery box was damaged. Also, the app keeps crashing. Also, the power drain needs charging twice a day. Expected better from Lumen.",,63.88,2026-05-25
ST-015756,CUST-695351,"Quick update, the connection refuses to pair. :/",,7.87,2026-05-07
ST-015757,CUST-717118,"I love how this looks fantastic, but the noise cancellation audio cuts out. Hope the next patch sorts it out.",,11.91,2025-12-20
ST-015758,CUST-822131,"For the price, the wifi won't sync. Support, can you help?",,4.1,2025-03-27
ST-015759,CUST-723613,"Three weeks in, the pairing drops the connection!! Also, the design fit is uncomfortable. Please fix this.",,12.7,2026-02-05
ST-015760,CUST-280001,"Honestly, the wifi forgets my device. Also, the login onboarding is broken.",,6.27,2026-01-25
ST-015761,CUST-959408,"Not gonna lie, the screen lags after every tap. Also, the charging needs charging twice a day.",,7.14,2025-12-16
ST-015762,CUST-749503,"Three weeks in, the microphone microphone sounds muffled. Also, the fit hurs after an hour. Support, can you help?",,9.45,2025-12-09
ST-015763,CUST-346705,"Not gona lie, the microphone sound crackles. Please fix this.",,31.56,2025-08-28
ST-015764,CUST-773641,"Sadly, the battery life dies before lunch. Hope the next patch sorts it out.",,2.87,2025-11-16
ST-015765,CUST-402269,"I love how this has excellent sound, but the bluetooth refuses to pair.",,11.87,2025-11-27
ST-015766,CUST-562094,"Not gonna lie, the power drain won't hold a charge. Also, the interface keeps crashing. Expected better from Lumen.",,10.8,2025-05-02
ST-015767,CUST-846180,"Sadly, the sync refuses to pair. Support, can you help? :/",connectivity,8.25,2025-11-18
ST-015768,CUST-288239,Exactly what I wanted: a device that onboarding is broken. Please fix this.,,15.22,2025-05-21
ST-015769,CUST-884377,"After the latest update, the charging barely lasts 6 hours.",,11.7,2026-03-23
ST-015770,CUST-211831,"Quick update, the bluetooth disconnects at random. Also, the performance freezes every few minutes.",,24.59,2026-03-20
ST-015771,CUST-851753,"After the latest update, the power drain dies before lunch.",,7.65,2025-08-10
ST-015772,CUST-097204,"I love how this feels premium, but the pairing drops the connection. This is getting old.",,5.08,2026-01-24
ST-015773,CUST-868182,"Not gonna lie, the replacement package was already open.",,18.76,2026-06-17
ST-015774,CUST-041292,"Since yesterday, the charging drains while idle. Hope the next patch sorts it out.",battery,10.03,2025-12-22
ST-015775,CUST-506983,"Three weeks in, the design hurts after an hour. Also, the login onboarding is broken. Also, the noise cancellation audio cuts out. Hope the next patch sorts it out.",,5.03,2025-04-19
ST-015776,CUST-214456,"Sadly, the interface keeps crashing. Please fix this.",,12.65,2025-09-02
ST-015777,CUST-863146,"For the price, the wifi won't sync.",,9.09,2025-08-28
ST-015778,CUST-870411,"Since yesterday, the interface lags after every tap.",,6.09,2025-11-22
ST-015779,CUST-516695,"I love how this made my routine easier, but the microphone volume is too low. Would not recommend riight now.",,5.48,2025-02-02
ST-015780,CUST-539218,"Quick update, the volume sound crackles. Would not recommend right now.",,29.42,2026-04-14
ST-015781,CUST-112464,"Honestly, the noise cancellation sound crackles. Would not recommend right now.",,7.7,2026-06-09
ST-015782,CUST-880788,"Since yesterday, the performance stutters constantly. Also, the account account linking fails.",,3.61,2025-06-05
ST-015783,CUST-990707,"Sadly, the installation onboarding is broken. Please fix this.",setup,13.51,2026-06-09
ST-015784,CUST-730983,"After the latest update, the connection forgets my device. Also, the screen freezes every few minutes. Hope the next patch sorts it out.",,11.11,2025-09-06
ST-015785,CUST-922282,"Honestly, the power drain won't hold a charge. Expected better from Lumen.",,15.64,2025-11-09
ST-015786,CUST-102152,"Quick update, the power drain dies before lunch. Hope the next patch sorts it out.",,22.63,2025-03-08
ST-015787,CUST-348417,"Three weeks in, the firmware became painfully slow.",,14.96,2025-08-20
ST-015788,CUST-193225,"Amazing job, Lumen—now my pairing won't sync.",,8.33,2025-03-08
ST-015789,CUST-717791,"Three weeks in, the charging needs charging twice a day. Expected better from Lumen.",,5.48,2026-06-27
ST-015790,CUST-850641,"Not gonna lie, the power drain is surprisingly responsive.",,3.99,2025-07-02
ST-015791,CUST-977320,"Quick update, the microphone souund crackles. Would not recommend right now.",,7.7,2026-05-18
ST-015792,CUST-360714,"Honestly, the app stutters constantly.",,6.35,2025-12-28
ST-015793,CUST-987037,"Quick upate, the installation onboarding is broken. Expected better from Lumen.",,10.82,2025-08-18
ST-015794,CUST-844576,"Since yesterday, the sync forgets my device!! Support, can you help?",,2.8,2025-01-03
ST-015795,CUST-763141,"Honestly, the app keeps crashing. This is getting old.",,15.13,2026-03-01
ST-015796,CUST-319299,"Amazing job, Lumen—now my sound noise cancellation got worse. Expected better from Lumen.",,7.32,2025-10-09
ST-015797,CUST-322394,"Sadly, the microphone microphone sounds muffled. Would not recommend right now.",audio,8.81,2025-03-24
ST-015798,CUST-780005,"I love how this has excellent sound, but the case screen is hard to read.",,8.35,2025-02-18
ST-015799,CUST-067156,"Since yesterday, the charge dies before lunch. Would not recommend right now.",,5.73,2025-10-21
ST-015800,CUST-636856,"Sadly, the pairing disconnects at random. Also, the charging won't hold a charge. Would not recommend right now.",,5.82,2025-01-22
ST-015801,CUST-880109,"Not gonna lie, the onboarding account linking fails. Please fix this. :/",,9.19,2026-05-21
ST-015802,CUST-997348,"Not gonna lie, the charging barely lasts 6 hours. Support, can you help?",,10.8,2026-03-23
ST-015803,CUST-290450,"I love how this fits perfectly, but the onboarding account linking fails. Also, the battery dies before lunch. This is getting old.",,11.06,2026-01-19
ST-015804,CUST-573266,"Three weeks in, the connection won't sync. Also, the battery life needs charging twice a day.",,10.01,2025-12-07
ST-015805,CUST-305625,"Since yesterday, the bluetooth forgets my device. Support, can you help?",,14.83,2025-08-09
ST-015806,CUST-972237,"Three weeks in, the charge dies before lunch. Also, the performance keeps crashing. Expected better from Lumen.",,24.74,2025-09-10
ST-015807,CUST-091442,"Not gonna lie, the power drain dies before lunch.",,11.39,2025-07-02
ST-015808,CUST-884583,"Sadly, the performance stutters constantly.",,13.55,2025-02-22
ST-015809,CUST-160496,"After the latest update, the battery barely lasts 2 hours. Also, the installation account linking fails. This is getting old.",battery,4.74,2025-12-08
ST-015810,CUST-091330,"Honestly, the sync won't sync.",,3.27,2025-05-26
ST-015811,CUST-772629,"I love how this looks fantastic, but the bluetooth drops the connection.",,12.94,2026-02-04
ST-015812,CUST-287504,"Quick update, the setup setup loops forever. Expected better from Lumen.",,13.58,2025-01-20
ST-015813,CUST-532824,"Since yesterday, the bluetooth forgets my device.",connectivity,5.53,2026-03-08
ST-015814,CUST-858025,"Quick update, the connection forgets my device. Also, the charge dies before lunch. Also, the shipping package was already open. Support, can you help?",connectivity,3.77,2025-01-26
ST-015815,CUST-769985,"For the price, the connection disconnects at random. Also, the screen lags after every tap.",,9.8,2025-07-15
ST-015816,CUST-893972,"Sadly, the screen lags after every tap. Also, the battery needs charging twice a day. Expected better from Lumen.",,9.89,2025-06-24
ST-015817,CUST-510896,"Three weeks in, the bluetooth won't sync. Would not recommend right now.",,12.21,2025-12-29
ST-015818,CUST-641728,"Sadly, the charge needs charging twice a day. Also, the replacement arrived late.",,23.13,2026-02-27
ST-015819,CUST-855189,"Sadly, the pairing forgets my device. Expected better from Lumen.",,22.5,2026-06-01
ST-015820,CUST-553945,"Three weeks in, the replacement wrong item was shipped.",delivery,41.56,2025-04-16
ST-015821,CUST-345238,"Honestly, the account login never completes. Also, the box box was damaged. Expected better from Lumen.",setup,12.23,2026-03-26
ST-015822,CUST-521461,"Amazing job, Lumen—now my sync forgets my device... Would not recommend right now.",,14.93,2026-04-15
ST-015823,CUST-110559,"Sadly, the microphone audio cuts out. Also, the power drain dies before lunch.",,4.97,2025-09-23
ST-015824,CUST-794223,"Sincce yesterday, the power drain won't hold a charge. Support, can you help?",,15.37,2025-12-21
ST-015825,CUST-413242,"After the latest update, the case buttons feel cheap.",,12.76,2026-05-10
ST-015826,CUST-628989,"Quick update, the box package was already open. Would not recommend right now.",delivery,6.65,2026-04-02
ST-015827,CUST-365195,"Honestly, the power drain drains while idle. Also, the sync drops the connection. Expected better from Lumen.",,24.72,2025-06-24
ST-015828,CUST-654560,"Honestly, the performance keeps crashing. Also, the case case scratches easily.",,16.39,2025-05-11
ST-015829,CUST-356619,"I love how this made my routne easier, but the interface stutters constantly. Also, the charge drains while idle.",performance,7.16,2025-09-29
ST-015830,CUST-739964,"I love how this works exactly as promised, but the buttons screen is hard to read. Expected better from Lumen.",design,11.71,2025-04-17
ST-015831,CUST-176570,"I love how this fits perfectly, but the charge dies before lunch. Please fix this.",,7.17,2025-04-22
