record_id,source,date,product_sku,star_rating,text,clean_text,vader_base_compound,vader_compound,vader_sentiment,topic,month,severity,period,analysis_sentiment,simulated_post_fix_sentiment
PR-016491,product_reviews,2026-04-08,LUMEN-BUDS-2,5.0,"Since yesterday, the charge fits perfectly.",since yesterday charge fits perfectly,0.6369,0.6369,positive,Battery & charging,2026-04-01,0.0,after,0.991743770037212,0.991743770037212
PR-016536,product_reviews,2026-05-01,LUMEN-HUB-MINI,1.0,"After the latest update, the power drain needs charging twice a day. This is getting old.",latest update power drain needs charging twice day getting old,0.0,-0.34,negative,Battery & charging,2026-05-01,0.34,after,-0.21926495960991982,-0.21926495960991982
PR-016589,product_reviews,2026-02-24,LUMEN-BUDS-2,2.0,"Honestly, the power drain won't hold a charge.",honestly power drain will not hold_NEG charge_NEG,0.4588,0.11879999999999996,positive,Battery & charging,2026-02-01,0.0,after,0.5079089783851127,0.5079089783851127
PR-016694,product_reviews,2026-03-18,LUMEN-BUDS-2,2.0,"Honestly, the battery life barely lasts 2 hours. Hope the next patch sorts it out.",honestly battery life barely lasts hours hope next patch sorts out,0.7096,0.3696,positive,Battery & charging,2026-03-01,0.0,after,0.5920415813372168,0.5920415813372168
PR-016698,product_reviews,2026-02-07,LUMEN-WATCH-X,1.0,"Quick update, the charge drains while idle. Also, the package arrived late. Also, the fit hurts after an hour. Would not recommend right now.",quick update charge drains while idle also package arrived late also fit hurts hour would not recommend_NEG right_NEG now_NEG,-0.4039,-1.0,negative,Battery & charging,2026-02-01,1.0,after,-0.8402002764832717,-0.8402002764832717
PR-016707,product_reviews,2026-03-23,LUMEN-HUB-MINI,5.0,"Honestly, the battery life looks fantastic. Would not recommend right now. ???",honestly battery life looks fantastic would not recommend_NEG right_NEG now_NEG,0.721,0.721,positive,Battery & charging,2026-03-01,0.0,after,0.7638376929726679,0.7638376929726679
PR-016739,product_reviews,2026-02-14,LUMEN-HUB-MINI,1.0,"Exactly what I wanted: a devie that won't hold a charge. Also, the installation onboarding is broken. ugh",exactly what i wanted devie will not hold_NEG charge_NEG also installation onboarding broken ugh,-0.7096,-1.0,negative,Battery & charging,2026-02-01,1.0,after,-0.7634796406346107,-0.7634796406346107
PR-016767,product_reviews,2026-04-05,LUMEN-BUDS-2,1.0,"Not gonna lie, the battery life dies before lunch. smh",not gonna_NEG lie_NEG battery life dies before lunch smh,-0.3182,-0.6582,negative,Battery & charging,2026-04-01,0.6582,after,-0.3434092582829082,-0.3434092582829082
PR-016785,product_reviews,2026-02-28,LUMEN-WATCH-X,3.0,"Quick update, the charge barely lasts 3 hours.",quick update charge barely lasts hours,0.0,-0.34,negative,Battery & charging,2026-02-01,0.34,after,-0.10476578288395916,-0.10476578288395916
PR-016817,product_reviews,2026-04-27,LUMEN-HUB-MINI,4.0,"For the price, the power drain was easy to set up. Support, can you help?",price power drain easy set up support can you help,0.8074,0.8074,positive,Battery & charging,2026-04-01,0.0,after,1.0,1.0
PR-016857,product_reviews,2026-03-29,LUMEN-WATCH-X,1.0,"Since yesterday, the battery dies before luunch.",since yesterday battery dies before luunch,0.0,-0.34,negative,Battery & charging,2026-03-01,0.34,after,-0.08378586901581081,-0.08378586901581081
PR-016859,product_reviews,2026-02-27,LUMEN-BUDS-2,1.0,"Quick update, the battery drains while idle. Expected better from Lumen.",quick update battery drains while idle expected better from lumen,0.4404,0.10039999999999999,positive,Battery & charging,2026-02-01,0.0,after,0.3883581978412591,0.3883581978412591
PR-016869,product_reviews,2026-03-24,LUMEN-BUDS-2,3.0,"For the price, the firmware keeps crashing!! Also, the battery life dies before lunch. Would not recommend right now.",price firmware keeps crashing also battery life dies before lunch would not recommend_NEG right_NEG now_NEG,-0.4007,-1.0,negative,Battery & charging,2026-03-01,1.0,after,-0.7268880521456839,-0.7268880521456839
PR-016870,product_reviews,2026-04-20,LUMEN-BUDS-2,2.0,"Honestly, the battery won't hold a charge. Also, the screen keeps crashing.",honestly battery will not hold_NEG charge_NEG also screen keeps crashing,0.4588,-0.22120000000000006,negative,Battery & charging,2026-04-01,0.22120000000000006,after,0.1220644897352064,0.1220644897352064
PR-016980,product_reviews,2026-02-20,LUMEN-BUDS-2,2.0,"For the price, the battery drains whie idle. Hope the next patch sorts it out.",price battery drains whie idle hope next patch sorts out,0.4404,0.10039999999999999,positive,Battery & charging,2026-02-01,0.0,after,0.45222523267284387,0.45222523267284387
PR-017012,product_reviews,2026-02-19,LUMEN-HUB-MINI,2.0,"Quick update, the battery barely lasts 2 hours. Support, can you help?",quick update battery barely lasts hours support can you help,0.6597,0.31969999999999993,positive,Battery & charging,2026-02-01,0.0,after,0.522088038427887,0.522088038427887
PR-017032,product_reviews,2026-02-09,LUMEN-WATCH-X,3.0,"For the price, the battery won't hold a charge. This is getting old.",price battery will not hold_NEG charge_NEG getting old,0.0,-0.34,negative,Battery & charging,2026-02-01,0.34,after,0.046862746905618646,0.046862746905618646
PR-017202,product_reviews,2026-04-19,LUMEN-BUDS-2,5.0,"Since yesterday, the charging works exactly as promised. Expected better from Lumen.",since yesterday charging works exactly as promised expected better from lumen,0.6597,0.6597,positive,Battery & charging,2026-04-01,0.0,after,1.0,1.0
PR-017220,product_reviews,2026-04-03,LUMEN-BUDS-2,2.0,"After the latest update, the fit screen is hard to read. Also, the charge drains while idle. Support, can you help?",latest update fit screen hard read also charge drains while idle support can you help,0.7579,-0.2621,negative,Battery & charging,2026-04-01,0.2621,after,0.028418865344436217,0.028418865344436217
PR-017283,product_reviews,2026-03-29,LUMEN-WATCH-X,4.0,"Honestly, the power drain works exactly as promised.",honestly power drain works exactly as promised,0.6705,0.6705,positive,Battery & charging,2026-03-01,0.0,after,1.0,1.0
PR-017299,product_reviews,2026-03-28,LUMEN-WATCH-X,2.0,"For the price, the battery life needs charging twice a day. Support, can you help?",price battery life needs charging twice day support can you help,0.6597,0.6597,positive,Battery & charging,2026-03-01,0.0,after,0.9107583618044663,0.9107583618044663
PR-017351,product_reviews,2026-03-25,LUMEN-BUDS-2,1.0,"Not gonna lie, the design buttons feel cheap. Also, the charging barely lasts 6 hours. Please fix this. #notimpressed",not gonna_NEG lie_NEG design buttons feel cheap also charging barely lasts hours please fix notimpressed,0.3182,-0.36180000000000007,negative,Battery & charging,2026-03-01,0.36180000000000007,after,-0.11768513664226837,-0.11768513664226837
PR-017376,product_reviews,2026-03-03,LUMEN-BUDS-2,3.0,"I love how this feels premium, but the battery needs charging twice a day. Also, the account login never completes.",i love feels premium battery needs charging twice day also account login not completes_NEG,0.3818,0.04179999999999995,neutral,Battery & charging,2026-03-01,0.0,after,0.3727976722120897,0.3727976722120897
PR-017420,product_reviews,2026-02-09,LUMEN-BUDS-2,1.0,"Sadly, the charging won't hold a charge.",sadly charging will not hold_NEG charge_NEG,-0.4215,-0.7615000000000001,negative,Battery & charging,2026-02-01,0.7615000000000001,after,-0.6730408243920378,-0.6730408243920378
PR-017464,product_reviews,2026-03-18,LUMEN-BUDS-2,2.0,"For the price, the charge drains while idle. Also, the design hurts after an hour. Also, the setup onboarding is broken. Hope the next patch sorts it out.",price charge drains while idle also design hurts hour also setup onboarding broken hope next patch sorts out,-0.5106,-1.0,negative,Battery & charging,2026-03-01,1.0,after,-0.8549174520987282,-0.8549174520987282
PR-017465,product_reviews,2026-02-03,LUMEN-BUDS-2,2.0,"Honestly, the charging won't hold a charge. Also, the bluetooth forgets my device. Also, the app became painfully slow. Expected better from Lumen.",honestly charging will not hold_NEG charge_NEG also bluetooth forgets device also app became painfully slow expected better from lumen,0.3612,-0.6588,negative,Battery & charging,2026-02-01,0.6588,after,-0.4448983573091162,-0.4448983573091162
PR-017482,product_reviews,2026-04-13,LUMEN-WATCH-X,2.0,"After the latest update, the charge needs charging twice a day... Also, the sync won't sync. Also, the box box was damaged. Would not recommend right now.",latest update charge needs charging twice day also sync will not sync_NEG also box box damaged would not recommend_NEG right_NEG now_NEG,-0.6136,-1.0,negative,Battery & charging,2026-04-01,1.0,after,-0.7001867279112846,-0.7001867279112846
PR-017571,product_reviews,2026-04-23,LUMEN-WATCH-X,5.0,"For the price, the battery fits perfectly. Please fix this.",price battery fits perfectly please fix,0.7579,0.7579,positive,Battery & charging,2026-04-01,0.0,after,1.0,1.0
PR-017590,product_reviews,2026-04-24,LUMEN-BUDS-2,1.0,"For the price, the charging barely lasts 5 hours.",price charging barely lasts hours,0.0,-0.34,negative,Battery & charging,2026-04-01,0.34,after,-0.08027020551584119,-0.08027020551584119
PR-017649,product_reviews,2026-03-27,LUMEN-HUB-MINI,2.0,"Quick update, the power drain won't hold a charge. Please fix this.",quick update power drain will not hold_NEG charge_NEG please fix,0.3182,-0.02180000000000004,neutral,Battery & charging,2026-03-01,0.02180000000000004,after,0.24546521028959511,0.24546521028959511
PR-017773,product_reviews,2026-02-14,LUMEN-WATCH-X,2.0,"Since yesterday, the power drain dies before lunch. Would not recommend right now.",since yesterday power drain dies before lunch would not recommend_NEG right_NEG now_NEG,-0.2755,-0.6155,negative,Battery & charging,2026-02-01,0.6155,after,-0.27895202872807595,-0.27895202872807595
PR-017786,product_reviews,2026-04-16,LUMEN-BUDS-2,1.0,"Not gonna lie, the battery won't hold a charge. :/",not gonna_NEG lie_NEG battery will not hold_NEG charge_NEG,-0.34,-0.68,negative,Battery & charging,2026-04-01,0.68,after,-0.3469867223691613,-0.3469867223691613
PR-017847,product_reviews,2026-02-16,LUMEN-BUDS-2,2.0,"Not gonna lie, the charging won't hold a charge.",not gonna_NEG lie_NEG charging will not hold_NEG charge_NEG,0.0,-0.34,negative,Battery & charging,2026-02-01,0.34,after,-0.015477324579898921,-0.015477324579898921
PR-017894,product_reviews,2026-03-29,LUMEN-WATCH-X,2.0,"Quick update, the charge dies before lunch. Also, the delivery box was damaged. Would not recommend right now.",quick update charge dies before lunch also delivery box damaged would not recommend_NEG right_NEG now_NEG,-0.6136,-1.0,negative,Battery & charging,2026-03-01,1.0,after,-0.5571941357815146,-0.5571941357815146
PR-018126,product_reviews,2026-02-12,LUMEN-HUB-MINI,3.0,"Quick update, the power drain drains while idle. Please fix this. #notimpressed",quick update power drain drains while idle please fix notimpressed,0.3182,-0.02180000000000004,neutral,Battery & charging,2026-02-01,0.02180000000000004,after,0.19695717780562294,0.19695717780562294
PR-018309,product_reviews,2026-02-02,LUMEN-BUDS-2,2.0,"Thrree weeks in, the charging drains while idle. Also, the shipping wrong item was shipped. Also, the onboarding account linking fails. Expected better from Lumen.",thrree weeks charging drains while idle also shipping wrong item shipped also onboarding account linking fails expected better from lumen,-0.4588,-1.0,negative,Battery & charging,2026-02-01,1.0,after,-0.7049621130011117,-0.7049621130011117
PR-018342,product_reviews,2026-02-26,LUMEN-BUDS-2,2.0,"Honestly, the power drain drains while idle. Also, the onboarding account linking fails.",honestly power drain drains while idle also onboarding account linking fails,0.0516,-0.6284000000000001,negative,Battery & charging,2026-02-01,0.6284000000000001,after,-0.46425018075320384,-0.46425018075320384
PR-018468,product_reviews,2026-03-26,LUMEN-WATCH-X,3.0,"I love how this feels premium, but the charge drains while idle. Hope the next patch sorts it out.",i love feels premium charge drains while idle hope next patch sorts out,0.7543,0.41429999999999995,positive,Battery & charging,2026-03-01,0.0,after,0.6888615795212476,0.6888615795212476
PR-018498,product_reviews,2026-03-03,LUMEN-HUB-MINI,3.0,"Honestly, the battery life dies before lunch.",honestly battery life dies before lunch,0.4588,0.11879999999999996,positive,Battery & charging,2026-03-01,0.0,after,0.41976286496595044,0.41976286496595044
PR-018500,product_reviews,2026-04-02,LUMEN-HUB-MINI,1.0,"Not gonna lie, the setup onboarding is broken. Also, the power drain dies before lunch.",not gonna_NEG lie_NEG setup onboarding broken also power drain dies before lunch,-0.4767,-1.0,negative,Battery & charging,2026-04-01,1.0,after,-0.7919755829190203,-0.7919755829190203
PR-018555,product_reviews,2026-04-02,LUMEN-BUDS-2,1.0,"For the price, the power drain won't hold a charge. Support, can you help?",price power drain will not hold_NEG charge_NEG support can you help,0.6597,0.31969999999999993,positive,Battery & charging,2026-04-01,0.0,after,0.48331420117937685,0.48331420117937685
PR-018580,product_reviews,2026-05-01,LUMEN-HUB-MINI,2.0,"Honestly, the power drain drains while idle. Expected better from Lumen.",honestly power drain drains while idle expected better from lumen,0.7096,0.3696,positive,Battery & charging,2026-05-01,0.0,after,0.7564948880009736,0.7564948880009736
PR-018583,product_reviews,2026-03-02,LUMEN-HUB-MINI,2.0,"After the latest update, the charge needs charging twice a day.",latest update charge needs charging twice day,0.0,-0.34,negative,Battery & charging,2026-03-01,0.34,after,0.03983599880475458,0.03983599880475458
PR-018585,product_reviews,2026-04-07,LUMEN-HUB-MINI,3.0,"Not gonna lie, the package arrived late. Also, the power drain barely lasts 5 hours. Would not recommend right now.",not gonna_NEG lie_NEG package arrived late also power drain barely lasts hours would not recommend_NEG right_NEG now_NEG,-0.2755,-0.9555,negative,Battery & charging,2026-04-01,0.9555,after,-0.6957013867442372,-0.6957013867442372
PR-018592,product_reviews,2026-03-07,LUMEN-BUDS-2,1.0,"Quick update, the shipping package was aready open. Also, the power drain needs charging twice a day. Support, can you help?",quick update shipping package aready open also power drain needs charging twice day support can you help,0.6597,0.6597,positive,Battery & charging,2026-03-01,0.0,after,0.9687763470271258,0.9687763470271258
PR-018618,product_reviews,2026-04-30,LUMEN-WATCH-X,2.0,"Three weeks in, the charge drains while idle. ???",three weeks charge drains while idle,0.0,-0.34,negative,Battery & charging,2026-04-01,0.34,after,-0.25279375726399,-0.25279375726399
PR-018621,product_reviews,2026-04-10,LUMEN-BUDS-2,2.0,"Not gonna lie, the charge barely lasts 4 hours. Also, the screen screen is hard to read. Also, the performance lags after every tap. Would not recommend right now.",not gonna_NEG lie_NEG charge barely lasts hours also screen screen hard read also performance lags tap would not recommend_NEG right_NEG now_NEG,-0.6136,-1.0,negative,Battery & charging,2026-04-01,1.0,after,-0.8125078128212266,-0.8125078128212266
PR-018723,product_reviews,2026-02-10,LUMEN-HUB-MINI,4.0,"Not gonna lie, the battery drains while idle... This is gettiing old.",not gonna_NEG lie_NEG battery drains while idle gettiing old,0.0,-0.34,negative,Battery & charging,2026-02-01,0.34,after,-0.14577064171414872,-0.14577064171414872
PR-018744,product_reviews,2026-03-23,LUMEN-BUDS-2,3.0,"Quick update, the audio sound crackles. Also, the charging drains while idle.",quick update audio sound crackles also charging drains while idle,0.0,-0.68,negative,Battery & charging,2026-03-01,0.68,after,-0.2402162775401605,-0.2402162775401605
PR-018795,product_reviews,2026-03-18,LUMEN-WATCH-X,1.0,"Quick update, the charging won't hold a charge. Hope the next patch sorts it out.",quick update charging will not hold_NEG charge_NEG hope next patch sorts out,0.4404,0.10039999999999999,positive,Battery & charging,2026-03-01,0.0,after,0.2862708224456558,0.2862708224456558
PR-018878,product_reviews,2026-04-22,LUMEN-WATCH-X,4.0,"Three weeks in, the battery fits perfectly. Expected better from Lumen.",three weeks battery fits perfectly expected better from lumen,0.7964,0.7964,positive,Battery & charging,2026-04-01,0.0,after,1.0,1.0
PR-018916,product_reviews,2026-03-11,LUMEN-BUDS-2,5.0,"I love how this works exactly as promised, but the chaarging won't hold a charge. Expected better from Lumen.",i love works exactly as promised chaarging will not hold_NEG charge_NEG expected better from lumen,0.802,0.462,positive,Battery & charging,2026-03-01,0.0,after,0.6442100549968077,0.6442100549968077
PR-018978,product_reviews,2026-03-30,LUMEN-WATCH-X,1.0,"Honestly, the battery barely lasts 4 hours.",honestly battery barely lasts hours,0.4588,0.11879999999999996,positive,Battery & charging,2026-03-01,0.0,after,0.41872288978455535,0.41872288978455535
PR-018993,product_reviews,2026-02-18,LUMEN-BUDS-2,1.0,"Sadly, the battery life dies before lunch!! Hope the next patch sorts it out.",sadly battery life dies before lunch hope next patch sorts out,0.1739,-0.16610000000000003,negative,Battery & charging,2026-02-01,0.16610000000000003,after,0.25960390806504874,0.25960390806504874
PR-019007,product_reviews,2026-04-22,LUMEN-BUDS-2,3.0,"Three weeks in, the battery life barely lasts 5 hours. Hope the next patch sorts it out.",three weeks battery life barely lasts hours hope next patch sorts out,0.4404,0.10039999999999999,positive,Battery & charging,2026-04-01,0.0,after,0.24825926814565863,0.24825926814565863
PR-019051,product_reviews,2026-03-02,LUMEN-WATCH-X,1.0,"Honestly, the power drain drains whle idle.",honestly power drain drains whle idle,0.4588,0.11879999999999996,positive,Battery & charging,2026-03-01,0.0,after,0.3571529269715671,0.3571529269715671
PR-019074,product_reviews,2026-03-28,LUMEN-BUDS-2,5.0,"Quick update, the battery is surprisingly responsive. Expected better from Lumen.",quick update battery surprisingly responsive expected better from lumen,0.765,0.765,positive,Battery & charging,2026-03-01,0.0,after,1.0,1.0
PR-019114,product_reviews,2026-02-24,LUMEN-BUDS-2,2.0,"Not gonna lie, the power drain dies before lunch. Also, the fit case scratches easily.",not gonna_NEG lie_NEG power drain dies before lunch also fit case scratches easily,0.5994,-0.0806,negative,Battery & charging,2026-02-01,0.0806,after,0.24063283223206489,0.24063283223206489
PR-019254,product_reviews,2026-02-22,LUMEN-BUDS-2,3.0,"I love how this feels premium, but the power drain won't hold a charge!! This is getting old.",i love feels premium power drain will not hold_NEG charge_NEG getting old,0.4912,0.1512,positive,Battery & charging,2026-02-01,0.0,after,0.384996889011548,0.384996889011548
PR-019258,product_reviews,2026-03-12,LUMEN-HUB-MINI,3.0,"Amazing job, Lumen—now my power drain drains while idle. This is getting old.",amazing job lumen now power drain drains while idle getting old,0.5859,0.24589999999999995,positive,Battery & charging,2026-03-01,0.0,after,0.6278557773552991,0.6278557773552991
PR-019334,product_reviews,2026-03-28,LUMEN-HUB-MINI,2.0,"For the price, the charging barely lasts 4 hours. This is getting old.",price charging barely lasts hours getting old,0.0,-0.34,negative,Battery & charging,2026-03-01,0.34,after,-0.11092922264817884,-0.11092922264817884
PR-019480,product_reviews,2026-03-18,LUMEN-HUB-MINI,2.0,"Quick update, the battery dies before lunch. Also, the installation login never completes. Support, can you help?",quick update battery dies before lunch also installation login not completes_NEG support can you help,0.1134,-0.5666,negative,Battery & charging,2026-03-01,0.5666,after,-0.24330947113563745,-0.24330947113563745
PR-019615,product_reviews,2026-04-06,LUMEN-HUB-MINI,5.0,"Sadly, the charge looks fantastic. Please fix this.",sadly charge looks fantastic please fix,0.4767,0.4767,positive,Battery & charging,2026-04-01,0.0,after,0.7925479491148963,0.7925479491148963
PR-019639,product_reviews,2026-02-19,LUMEN-BUDS-2,2.0,"Sadly, the charge barely lasts 3 hours. Please fix this.",sadly charge barely lasts hours please fix,-0.128,-0.468,negative,Battery & charging,2026-02-01,0.468,after,-0.3228477853907846,-0.3228477853907846
PR-019763,product_reviews,2026-02-02,LUMEN-WATCH-X,2.0,"After the latest update, the battery drains while idle. Expected better from Lumen.",latest update battery drains while idle expected better from lumen,0.4404,-0.23960000000000004,negative,Battery & charging,2026-02-01,0.23960000000000004,after,-0.04234464413395195,-0.04234464413395195
PR-019902,product_reviews,2026-02-12,LUMEN-HUB-MINI,3.0,"Honestly, the charge dies before lunch. Also, the connection refuses to pair. Also, the sound microphone sounds muffled.",honestly charge dies before lunch also connection refuses pair also sound microphone sounds muffled,0.4588,-0.5612,negative,Battery & charging,2026-02-01,0.5612,after,-0.24549422819655492,-0.24549422819655492
PR-019915,product_reviews,2026-02-26,LUMEN-WATCH-X,3.0,"Quick update, the battery life drains while idle. Also, the sync disconnects at random. Expected better from Lumen.",quick update battery life drains while idle also sync disconnects at random expected better from lumen,0.4404,-0.23960000000000004,negative,Battery & charging,2026-02-01,0.23960000000000004,after,-0.02412791234458983,-0.02412791234458983
PR-019924,product_reviews,2026-04-13,LUMEN-BUDS-2,1.0,"Honestly, the power drain drains while idle.",honestly power drain drains while idle,0.4588,0.11879999999999996,positive,Battery & charging,2026-04-01,0.0,after,0.29618922797915825,0.29618922797915825
PR-019935,product_reviews,2026-04-05,LUMEN-WATCH-X,3.0,"Sadly, the battery life dies before lunch. Would not recommend right now.",sadly battery life dies before lunch would not recommend_NEG right_NEG now_NEG,-0.6007,-0.9407000000000001,negative,Battery & charging,2026-04-01,0.9407000000000001,after,-0.64136843826586,-0.64136843826586
PR-019992,product_reviews,2026-03-16,LUMEN-BUDS-2,1.0,"Honestly, the shipping box was damaged. Also, the battery life barely lasts 2 hours.",honestly shipping box damaged also battery life barely lasts hours,0.0258,-0.6542,negative,Battery & charging,2026-03-01,0.6542,after,-0.42331814411143176,-0.42331814411143176
ST-000024,support_tickets,2026-02-09,UNSPECIFIED,,"Honestly, the battery needs charging twice a day. Also, the replacement wrong item was shipped. Please fix this.",honestly battery needs charging twice day also replacement wrong item shipped please fix,0.296,-0.04400000000000004,neutral,Battery & charging,2026-02-01,0.04400000000000004,after,0.3520943079216851,0.3520943079216851
ST-000046,support_tickets,2026-04-15,UNSPECIFIED,,"I love how this fits perfectly, but the connection forgets my device. Also, the charging dies before lunch. Hope the next patch sorts it out.",i love fits perfectly connection forgets device also charging dies before lunch hope next patch sorts out,0.8422,0.1621999999999999,positive,Battery & charging,2026-04-01,0.0,after,0.4069478062744205,0.4069478062744205
ST-000169,support_tickets,2026-02-03,UNSPECIFIED,,"Quick update, the setup account linking fails. Also, the charge won't hold a charge. Would not recommend right now. #notimpressed",quick update setup account linking fails also charge will not hold_NEG charge_NEG would not recommend_NEG right_NEG now_NEG notimpressed,-0.6007,-1.0,negative,Battery & charging,2026-02-01,1.0,after,-0.6984869241857119,-0.6984869241857119
ST-000265,support_tickets,2026-02-08,UNSPECIFIED,,"For the price, the noise cancellation noise cancellation got worse. Also, the battery drains while idle. Also, the buttons hurts after an hour.",price noise cancellation noise cancellation got worse also battery drains while idle also buttons hurts hour,-0.7351,-1.0,negative,Battery & charging,2026-02-01,1.0,after,-0.6823090965280056,-0.6823090965280056
ST-000283,support_tickets,2026-02-22,UNSPECIFIED,,"For the price, the power drain needs charging twice a day. Would not recommend right now. :/",price power drain needs charging twice day would not recommend_NEG right_NEG now_NEG,-0.5439,-0.5439,negative,Battery & charging,2026-02-01,0.5439,after,-0.30657618777317797,-0.30657618777317797
ST-000340,support_tickets,2026-04-28,UNSPECIFIED,,"After the latest update, the charging looks fantastic. Wuld not recommend right now.",latest update charging looks fantastic wuld not recommend_NEG right_NEG now_NEG,0.3591,0.01909999999999995,neutral,Battery & charging,2026-04-01,0.0,after,0.40811141118426725,0.40811141118426725
ST-000379,support_tickets,2026-02-13,UNSPECIFIED,,"Sadly, the battery barely lasts 2 hours!! Also, the package package was already open. Expected better from Lumen.",sadly battery barely lasts hours also package package already open expected better from lumen,0.1739,-0.5061,negative,Battery & charging,2026-02-01,0.5061,after,-0.41912242647435916,-0.41912242647435916
ST-000398,support_tickets,2026-04-23,UNSPECIFIED,,"I love how this works exactly as promised, but the battery life won't hold a charge.",i love works exactly as promised battery life will not hold_NEG charge_NEG,0.5187,0.17870000000000003,positive,Battery & charging,2026-04-01,0.0,after,0.5875749596009516,0.5875749596009516
ST-000526,support_tickets,2026-02-01,UNSPECIFIED,,"Amazing job, Lumen—now my power drain dies before lunch. This is getting old.",amazing job lumen now power drain dies before lunch getting old,0.5859,0.24589999999999995,positive,Battery & charging,2026-02-01,0.0,after,0.49347845876405344,0.49347845876405344
ST-000583,support_tickets,2026-04-22,UNSPECIFIED,,"Three weeks in, the battery needs charging twice a day... Also, the audio microphone sounds muffled. Would not recommend right now.",three weeks battery needs charging twice day also audio microphone sounds muffled would not recommend_NEG right_NEG now_NEG,-0.2755,-0.6155,negative,Battery & charging,2026-04-01,0.6155,after,-0.49044704324961486,-0.49044704324961486
ST-000603,support_tickets,2026-04-22,UNSPECIFIED,,"Honestly, the package replacement never came. Also, the power drain drains while idle.",honestly package replacement not came_NEG also power drain drains while idle,0.4588,0.11879999999999996,positive,Battery & charging,2026-04-01,0.0,after,0.37590216401274645,0.37590216401274645
ST-000723,support_tickets,2026-03-14,UNSPECIFIED,,"After the latest update, the power drain won't hold a charge. Also, the sync dops the connection.",latest update power drain will not hold_NEG charge_NEG also sync dops connection,0.0,-0.68,negative,Battery & charging,2026-03-01,0.68,after,-0.4890710433537479,-0.4890710433537479
ST-000776,support_tickets,2026-03-09,UNSPECIFIED,,"Quick update, the battery life drains while idle. Also, the volume audio cuts out.",quick update battery life drains while idle also volume audio cuts out,-0.296,-0.976,negative,Battery & charging,2026-03-01,0.976,after,-0.6540394099771131,-0.6540394099771131
ST-000824,support_tickets,2026-04-04,UNSPECIFIED,,"Three weeks in, the power drain won't hold a charge.",three weeks power drain will not hold_NEG charge_NEG,0.0,-0.34,negative,Battery & charging,2026-04-01,0.34,after,-0.1795524495855445,-0.1795524495855445
ST-000863,support_tickets,2026-04-17,UNSPECIFIED,,"Hoonestly, the bluetooth forgets my device. Also, the power drain needs charging twice a day. Also, the screen stutters constantly.",hoonestly bluetooth forgets device also power drain needs charging twice day also screen stutters constantly,-0.25,-0.93,negative,Battery & charging,2026-04-01,0.93,after,-0.6362431734050352,-0.6362431734050352
ST-000871,support_tickets,2026-04-12,UNSPECIFIED,,"Amazing job, Lumen—now my screen freezes every few minutes. Also, the bluetooth forgets my device. Also, the charge barely lasts 3 hours. Hope the next patch sorts it out. smh",amazing job lumen now screen freezes few minutes also bluetooth forgets device also charge barely lasts hours hope next patch sorts out smh,0.6486,-0.37140000000000006,negative,Battery & charging,2026-04-01,0.37140000000000006,after,-0.11838601296548051,-0.11838601296548051
ST-000876,support_tickets,2026-04-19,UNSPECIFIED,,"Five stars for making sure the fit fit is uncomfortable. Just kidding. Also, the charging drains while idle. Please fix this.",five stars making sure fit fit uncomfortable just kidding also charging drains while idle please fix,0.7506,-0.72,negative,Battery & charging,2026-04-01,0.72,after,-0.45136025715260164,-0.45136025715260164
ST-001001,support_tickets,2026-03-20,UNSPECIFIED,,"After the latest update, the sound audio cuts out. Also, the battery life barely lasts 2 hours. Support, can you help?",latest update sound audio cuts out also battery life barely lasts hours support can you help,0.4939,-0.5261,negative,Battery & charging,2026-03-01,0.5261,after,-0.2329487437618158,-0.2329487437618158
ST-001040,support_tickets,2026-02-15,UNSPECIFIED,,"For the price, the charging dies before lunch.",price charging dies before lunch,0.0,-0.34,negative,Battery & charging,2026-02-01,0.34,after,-0.0912371159570248,-0.0912371159570248
ST-001137,support_tickets,2026-04-12,UNSPECIFIED,,"Since yesterday, the battery life drains while idle. Hope the next patch sorts it out.",since yesterday battery life drains while idle hope next patch sorts out,0.4404,0.10039999999999999,positive,Battery & charging,2026-04-01,0.0,after,0.5282260010364836,0.5282260010364836
ST-001157,support_tickets,2026-04-06,UNSPECIFIED,,"For the price, the battery life dies before lunch. Also, the wifi disconnects at random.",price battery life dies before lunch also wifi disconnects at random,0.0,-0.68,negative,Battery & charging,2026-04-01,0.68,after,-0.41393381870439666,-0.41393381870439666
ST-001180,support_tickets,2026-03-02,UNSPECIFIED,,"I love how this was easy to set up, but the power drain drains whiile idle.",i love easy set up power drain drains whiile idle,0.5499,0.20990000000000003,positive,Battery & charging,2026-03-01,0.0,after,0.6233310088895616,0.6233310088895616
ST-001228,support_tickets,2026-04-11,UNSPECIFIED,,"Honestly, the battery drains while idle.",honestly battery drains while idle,0.4588,0.11879999999999996,positive,Battery & charging,2026-04-01,0.0,after,0.4243520211032983,0.4243520211032983
ST-001285,support_tickets,2026-04-30,UNSPECIFIED,,"Not gonna lie, the power drain barely lasts 2 hours.",not gonna_NEG lie_NEG power drain barely lasts hours,0.0,-0.34,negative,Battery & charging,2026-04-01,0.34,after,-0.1295237798291826,-0.1295237798291826
ST-001398,support_tickets,2026-04-06,UNSPECIFIED,,"Quick update, the battery drains while idle. Expected better from Lumen.",quick update battery drains while idle expected better from lumen,0.4404,0.10039999999999999,positive,Battery & charging,2026-04-01,0.0,after,0.35449666365707194,0.35449666365707194
